FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-48e,3168885,POINT (16.328629794991173 48.173043541616906),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-48d,3168886,POINT (16.393672090815365 48.27355933847366),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-48c,3168887,POINT (16.33556178011776 48.20215396086998),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-48b,3168888,POINT (16.475835953977164 48.15943387201676),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-48a,3168889,POINT (16.335690893294505 48.201906554991226),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-489,3168890,POINT (16.416750171989765 48.167942504014874),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-488,3168891,POINT (16.438438318376587 48.24715344016462),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-487,3168892,POINT (16.438364137389677 48.247521540413324),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-486,3168893,POINT (16.449655971653026 48.23793290401133),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-485,3168894,POINT (16.280062311676005 48.13942937598012),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-484,3168895,POINT (16.455941227423292 48.25735798852453),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-483,3168896,POINT (16.39935984116145 48.26154418595998),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-482,3168897,POINT (16.318380781939727 48.188888897458035),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-481,3168898,POINT (16.38724965760294 48.18683438277707),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-480,3168899,POINT (16.367647190253237 48.23558031100649),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47f,3168900,POINT (16.348237177498433 48.24567490158767),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47e,3168901,POINT (16.38339623260209 48.187656978947544),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47d,3168902,POINT (16.41632049383565 48.16750767888499),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47c,3168903,POINT (16.38299848032249 48.27709543483482),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47b,3168904,POINT (16.402968966640543 48.183681016868064),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47a,3168905,POINT (16.491042095207817 48.22553419755458),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-479,3168906,POINT (16.49121762591877 48.22602247040148),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-478,3168907,POINT (16.38453265034907 48.23825460950529),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-477,3168908,POINT (16.47554081714647 48.212476904578786),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-476,3168909,POINT (16.36211051334158 48.256623646672445),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-475,3168910,POINT (16.288274365837186 48.14049669197915),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-474,3168911,POINT (16.389915286146277 48.256364906262256),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-473,3168912,POINT (16.388464880630284 48.257167556224765),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-472,3168913,POINT (16.330686371401043 48.21726769638485),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-471,3168914,POINT (16.33091876780269 48.21728124193017),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-470,3168915,POINT (16.525277834156505 48.21796234608091),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46f,3168916,POINT (16.294671890121297 48.14349948399453),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46e,3168917,POINT (16.52611002917211 48.214520519964765),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46d,3168918,POINT (16.369180997451437 48.22168417831511),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46c,3168919,POINT (16.443090674946898 48.161142891801006),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46b,3168920,POINT (16.460515280730714 48.15377396052072),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46a,3168921,POINT (16.438746149274916 48.24717734936939),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-469,3168878,POINT (16.416050480849268 48.2413714076809),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-468,3168879,POINT (16.415701012735514 48.23774170479587),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-467,3168880,POINT (16.314956410222422 48.13983365212994),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-466,3168881,POINT (16.315211311644518 48.14023926729501),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-465,3168882,POINT (16.461147377097788 48.23414830793966),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-464,3168883,POINT (16.524486856788624 48.21312463675726),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-463,3168884,POINT (16.524694367626815 48.2131830636819),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-462,3168922,POINT (16.411496518659856 48.241535647530334),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-461,3168923,POINT (16.4622270623082 48.15337501572838),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-460,3168924,POINT (16.283807964272814 48.19879197453197),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45f,3168925,POINT (16.282759543741218 48.19883280480688),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45e,3168926,POINT (16.441529864364668 48.24522890461522),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45d,3168927,POINT (16.44309983911156 48.258231947021265),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45c,3168928,POINT (16.37141110097171 48.18689845869091),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45b,3168929,POINT (16.4437556002168 48.258588701933654),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45a,3168930,POINT (16.443707959107776 48.25836116515196),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-459,3168931,POINT (16.366715771245584 48.253918542007916),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-458,3168932,POINT (16.353291544698774 48.22090396966509),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-457,3168933,POINT (16.333090704080366 48.18142189419321),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-456,3168934,POINT (16.333112898216804 48.18141330981041),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-455,3168935,POINT (16.333055079438786 48.18141721764803),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-454,3168936,POINT (16.441025859570303 48.24096450648267),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-453,3168937,POINT (16.36726554490952 48.223379513410684),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-452,3168938,POINT (16.443212656177668 48.263383362795466),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-451,3168939,POINT (16.433626833181897 48.254471638538924),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-450,3168940,POINT (16.339601331213107 48.25705447799034),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44f,3168941,POINT (16.33765285222283 48.25828667073932),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44e,3168942,POINT (16.34734001172775 48.1872854713216),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44d,3168943,POINT (16.355737229726518 48.18145092801777),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44c,3168944,POINT (16.355271627202917 48.18129941155511),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44b,3168945,POINT (16.39502810263539 48.25267118529901),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44a,3168946,POINT (16.27411216085111 48.19380857905856),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-449,3168947,POINT (16.34514767421312 48.18466456472857),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-448,3168948,POINT (16.350497640279364 48.180281543757324),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-447,3168949,POINT (16.34511594421027 48.18477917997567),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-446,3168950,POINT (16.35095466294208 48.18294684209971),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-445,3168951,POINT (16.343258637017524 48.186955711106314),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-444,3168952,POINT (16.393058882853662 48.25139780346414),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-443,3168953,POINT (16.3135108086204 48.20011878719967),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-442,3168954,POINT (16.342370641844525 48.18788941522769),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-441,3168955,POINT (16.354517021592805 48.19453675783423),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-440,3168956,POINT (16.40325768395427 48.18796182715448),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43f,3168957,POINT (16.30728617401635 48.20107313345736),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43e,3168958,POINT (16.36280914944105 48.18784522554533),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43d,3168959,POINT (16.380069548260376 48.17651491323457),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43c,3168960,POINT (16.348919668764047 48.18070005265968),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43b,3168961,POINT (16.307553895635365 48.201284714822464),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43a,3168962,POINT (16.348075232827476 48.18124198486862),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-439,3168963,POINT (16.43210952567117 48.24711661924118),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-438,3168964,POINT (16.479982210288576 48.24160186129387),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-437,3168965,POINT (16.480640549209898 48.22025539181926),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-436,3168966,POINT (16.390727251492628 48.20453131089216),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-435,3168967,POINT (16.35454616204323 48.243831877811935),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-434,3168968,POINT (16.35123302454966 48.180734305293846),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-433,3168969,POINT (16.360135785791336 48.1865807824938),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-432,3168970,POINT (16.347328200089024 48.18236641917548),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-431,3168971,POINT (16.37947344717489 48.17663144318714),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-430,3168972,POINT (16.384738214323338 48.23831268973163),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42f,3168973,POINT (16.385758298998248 48.23789466137187),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42e,3168974,POINT (16.3842569360011 48.23890255291192),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42d,3168975,POINT (16.371611276420406 48.19906222808012),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42c,3168976,POINT (16.319292470062354 48.23708423096666),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42b,3168977,POINT (16.53478512951039 48.22926855982634),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42a,3168978,POINT (16.289893092580076 48.15429516531487),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-429,3168979,POINT (16.404476236346706 48.223818577432816),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-428,3168980,POINT (16.286062928235136 48.20792300376839),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-427,3168981,POINT (16.407941357762585 48.1992292073036),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-426,3168982,POINT (16.47374676215622 48.2399369431646),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-425,3168983,POINT (16.373415292621956 48.17009550991603),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-424,3168984,POINT (16.393666531995926 48.273579341948654),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-423,3168985,POINT (16.326865690337762 48.159244513147975),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-422,3168986,POINT (16.33758974720845 48.23458493956384),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-421,3168987,POINT (16.46077400348894 48.23140342898279),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-420,3168988,POINT (16.348564919996804 48.19476353598102),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41f,3168989,POINT (16.32399523258422 48.22457564104908),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41e,3168990,POINT (16.336477867211883 48.2346850828464),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41d,3168991,POINT (16.334288934796575 48.23616860472689),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41c,3168992,POINT (16.32478846678186 48.2255392563934),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41b,3168993,POINT (16.331391501200024 48.23463473453673),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41a,3168994,POINT (16.289369161317406 48.17992150430724),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-419,3168995,POINT (16.289444207605754 48.18008765929759),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-418,3168996,POINT (16.462224693022403 48.157162360784),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-417,3168997,POINT (16.46243595307212 48.15635231251344),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-416,3168998,POINT (16.462713337541885 48.157245064823634),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-415,3168999,POINT (16.303458599881935 48.196157860255),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-414,3169000,POINT (16.27439415162528 48.19737782517336),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-413,3169001,POINT (16.30811713656933 48.22216953237121),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-412,3169002,POINT (16.462872874278542 48.15541906947367),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-411,3169003,POINT (16.473720828450936 48.23990717622222),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-410,3169004,POINT (16.47379576776317 48.23993838096623),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40f,3169005,POINT (16.473719310932733 48.239967824396345),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40e,3169006,POINT (16.40526751879226 48.23841200668546),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40d,3169007,POINT (16.417192744635404 48.23806541531078),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40c,3169008,POINT (16.410491554996344 48.2368374153946),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40b,3169009,POINT (16.419256270391568 48.23900701470605),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40a,3169010,POINT (16.35814439558914 48.252607040429524),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-409,3169011,POINT (16.357530074631118 48.25201073604249),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-408,3169012,POINT (16.35694798861222 48.25382224312273),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-407,3169013,POINT (16.475525219499712 48.23872086814254),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-406,3169014,POINT (16.381790046095272 48.20371495610525),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-405,3169015,POINT (16.37989789989578 48.20204700384169),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-404,3169016,POINT (16.302585928897603 48.19621794096673),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-403,3169017,POINT (16.36067603376002 48.25386504177267),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-402,3169018,POINT (16.31953712656335 48.212865529240126),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-401,3169019,POINT (16.28543348959593 48.19508648056973),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-400,3169020,POINT (16.3129128294731 48.1286290783945),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ff,3169021,POINT (16.405319982455197 48.240779758382956),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3fe,3169022,POINT (16.38864009118952 48.1769516033018),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3fd,3169023,POINT (16.38631439075338 48.17820880379973),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3fc,3169024,POINT (16.386089638273333 48.178340788854136),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3fb,3169025,POINT (16.3524101697959 48.194160103045945),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3fa,3169026,POINT (16.32654635998633 48.16492311353121),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f9,3169027,POINT (16.361867560841596 48.25229837425181),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f8,3169028,POINT (16.362032736631487 48.25222202668014),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f7,3169029,POINT (16.28098114528475 48.135831300844295),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f6,3169030,POINT (16.40108443857317 48.197604833836195),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f5,3169031,POINT (16.401321842530443 48.19765013059767),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f4,3169032,POINT (16.399041223649146 48.19423231448621),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f3,3169033,POINT (16.40205100788721 48.19731242615048),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f2,3169034,POINT (16.21520660402462 48.20552238163262),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f1,3169035,POINT (16.277898862602772 48.139341000132966),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f0,3169036,POINT (16.338963508301173 48.2258167173138),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ef,3169037,POINT (16.347444298674 48.18713731794966),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ee,3169038,POINT (16.337211405237152 48.25068346343234),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ed,3169039,POINT (16.34583124046295 48.18186947250224),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ec,3169040,POINT (16.412310082148487 48.27772041693902),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3eb,3169041,POINT (16.267768303522217 48.196634893867056),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ea,3169042,POINT (16.267998305884227 48.19652474541795),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e9,3169043,POINT (16.503589461476494 48.22434415534117),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e8,3169044,POINT (16.32927090921508 48.21641760974688),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e7,3169045,POINT (16.316931808887176 48.22136214224033),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e6,3169046,POINT (16.433511362175814 48.252169351434816),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e5,3169047,POINT (16.457223775259024 48.214739316097216),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e4,3169048,POINT (16.38195090537468 48.18187170366626),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e3,3169049,POINT (16.383744298480504 48.18002349876922),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e2,3169050,POINT (16.337986700975506 48.20736874280104),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e1,3169051,POINT (16.30709929799855 48.24770019071231),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e0,3169052,POINT (16.318517762850966 48.24555474305313),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3df,3169053,POINT (16.244771815396387 48.20773418815908),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3de,3169054,POINT (16.429068433589364 48.16519680063791),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3dd,3169055,POINT (16.425800674945737 48.16725617701271),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3dc,3169056,POINT (16.438436223636938 48.2697461058488),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3db,3169057,POINT (16.448696544099437 48.26935757851743),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3da,3169058,POINT (16.430578983341046 48.168002412782116),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d9,3169059,POINT (16.430528456422067 48.16806580207866),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d8,3169060,POINT (16.394068704013296 48.21894097659552),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d7,3169061,POINT (16.39612331555208 48.21913709526107),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d6,3169062,POINT (16.396191778937837 48.219715242410054),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d5,3169063,POINT (16.394305228007294 48.219453547975576),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d4,3169064,POINT (16.394168286791757 48.219256905261766),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d3,3169065,POINT (16.37256612714487 48.21807683296351),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d2,3169066,POINT (16.25163145558777 48.202031299621304),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d1,3169067,POINT (16.248633762690652 48.20284529721442),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d0,3169068,POINT (16.249901421108852 48.202284745590184),Trinkbrunnen mit Tränke,5,
