FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-599,3169291,POINT (16.352192240345254 48.20267666909867),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-598,3169292,POINT (16.338537465978884 48.20143190934512),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-597,3169293,POINT (16.3384712944433 48.2020100881753),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-596,3169294,POINT (16.355083663737595 48.206165277610644),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-595,3169295,POINT (16.356332992228218 48.20566359463556),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-594,3169296,POINT (16.355436170003156 48.20642458081317),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-593,3169297,POINT (16.3546822691267 48.20609784983739),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-592,3169298,POINT (16.345730370957934 48.20057695651733),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-591,3169299,POINT (16.34734251692243 48.19890140633391),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-590,3169300,POINT (16.330630448548636 48.198514566295465),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58f,3169301,POINT (16.33106556480826 48.19840751103603),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58e,3169302,POINT (16.330901173299395 48.1980001388745),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58d,3169303,POINT (16.33236266918577 48.20402343612288),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58c,3169304,POINT (16.33201034107824 48.203502313294045),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58b,3169305,POINT (16.31891767151198 48.194118092288434),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58a,3169306,POINT (16.257544281189773 48.16599481216551),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-589,3169307,POINT (16.29197041107193 48.16336902648914),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-588,3169308,POINT (16.26009585215474 48.193642640102595),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-587,3169309,POINT (16.261307805495026 48.19242253395793),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-586,3169310,POINT (16.28715414961004 48.18553550073928),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-585,3169311,POINT (16.27436551821855 48.18121531810132),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-584,3169312,POINT (16.274409180299045 48.18107434157414),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-583,3169313,POINT (16.26838061887302 48.182373980380106),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-582,3169314,POINT (16.288168033072413 48.1679546449355),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-581,3169315,POINT (16.28751431246622 48.167826550553606),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-580,3169316,POINT (16.280991244887133 48.16573318647317),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57f,3169317,POINT (16.296984813162666 48.16837269935852),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57e,3169318,POINT (16.367600124444266 48.166438212156606),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57d,3169319,POINT (16.384412769091764 48.17593731767583),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57c,3169320,POINT (16.368661197577104 48.17454833931944),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57b,3169321,POINT (16.368639114306937 48.17468421323334),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57a,3169322,POINT (16.36807510343346 48.17470984838038),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-579,3169323,POINT (16.368119439760008 48.175354971125785),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-578,3169324,POINT (16.37959151318483 48.16563205532795),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-577,3169325,POINT (16.38638797993527 48.17214380071014),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-576,3169326,POINT (16.394153739910976 48.17173406362066),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-575,3169327,POINT (16.359935933165726 48.17687975592947),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-574,3169328,POINT (16.360183458009303 48.17683037812639),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-573,3169329,POINT (16.380637990139984 48.20305250086399),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-572,3169330,POINT (16.38168756183472 48.20481790984758),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-571,3169331,POINT (16.248046113825723 48.2100888608842),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-570,3169332,POINT (16.29105753422206 48.15922332472231),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56f,3169333,POINT (16.468563509882475 48.159793420760806),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56e,3169334,POINT (16.396322683407966 48.225947059509686),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56d,3169335,POINT (16.367894673326692 48.19302272894336),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56c,3169336,POINT (16.38435336364251 48.21782602199961),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56b,3169337,POINT (16.343374979157492 48.18832049102097),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56a,3169338,POINT (16.331715703000107 48.19064589200956),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-569,3169339,POINT (16.30635746309482 48.16926393044415),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-568,3169340,POINT (16.291661006382103 48.153086600517874),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-567,3169341,POINT (16.450035994470838 48.2704241085857),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-566,3169342,POINT (16.42166694344388 48.280145549597876),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-565,3169343,POINT (16.415173852108506 48.29143989107667),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-564,3169344,POINT (16.443764765105787 48.274642615948515),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-563,3169345,POINT (16.47531825859545 48.21416463489423),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-562,3169346,POINT (16.482127781759594 48.21736302995109),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-561,3169347,POINT (16.484541781131398 48.22126923522003),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-560,3169348,POINT (16.476697447688494 48.2141651602812),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55f,3169349,POINT (16.476994862653143 48.21883806899425),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55e,3169350,POINT (16.341396268406868 48.25340353960006),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55d,3169351,POINT (16.359244775462077 48.17221045300593),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55c,3169352,POINT (16.36117334529986 48.17459442070115),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55b,3169353,POINT (16.310974664137994 48.18787274467235),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55a,3169354,POINT (16.31526090778298 48.19129027940202),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-559,3169355,POINT (16.30228011018812 48.19242506299074),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-558,3169356,POINT (16.325844295614925 48.18704278440116),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-557,3169357,POINT (16.333623397833772 48.18647397590845),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-556,3169358,POINT (16.337647645850307 48.19352535849126),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-555,3169359,POINT (16.335166577607716 48.18773433980662),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-554,3169360,POINT (16.33223150961919 48.190204158733806),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-553,3169361,POINT (16.31786062900571 48.18889510763932),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-552,3169362,POINT (16.32609461035144 48.18868276739848),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-551,3169363,POINT (16.34602579730883 48.22373728973894),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-550,3169364,POINT (16.346017888971453 48.22370173042458),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54f,3169365,POINT (16.335829568375452 48.228298890344355),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54e,3169366,POINT (16.339047210542144 48.22658180920681),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54d,3168687,POINT (16.512376858441083 48.16203913049195),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54c,3168688,POINT (16.506078668451806 48.164944856400695),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54b,3168689,POINT (16.466234055544074 48.18950259051691),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54a,3168690,POINT (16.464307050885616 48.1918336812527),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-549,3168691,POINT (16.432615427169374 48.21331755369489),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-548,3168692,POINT (16.421230048805764 48.21976007402886),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-547,3168693,POINT (16.409347259030262 48.22822190676292),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-546,3168694,POINT (16.402212854327644 48.23385468860344),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-545,3168695,POINT (16.397255834605748 48.23829046238152),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-544,3168696,POINT (16.394527115975286 48.24004361644963),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-543,3168697,POINT (16.393416887729686 48.241353447286066),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-542,3168698,POINT (16.388322389084582 48.24726358600595),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-541,3168699,POINT (16.389592376089205 48.24726219316088),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-540,3168700,POINT (16.391048718719233 48.24324048420103),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53f,3168701,POINT (16.393122358521925 48.24322194652013),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53e,3168702,POINT (16.39124431731554 48.24527113149487),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53d,3168703,POINT (16.386573868793946 48.24986788525748),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53c,3168704,POINT (16.382962126542807 48.25195355011647),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53b,3168705,POINT (16.347131968574498 48.29774548899828),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53a,3168706,POINT (16.418675920956964 48.22540902692244),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-539,3168707,POINT (16.456408778709424 48.200128120562034),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-538,3168708,POINT (16.508423862588693 48.16670361037377),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-537,3168709,POINT (16.45281502342654 48.20256125059522),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-536,3168710,POINT (16.448398933988905 48.20550994254736),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-535,3168711,POINT (16.504873411639718 48.16885179214809),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-534,3168712,POINT (16.499119398793926 48.17238491907227),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-533,3168713,POINT (16.493749134891225 48.175762594314456),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-532,3168714,POINT (16.49081422810915 48.17749391165441),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-531,3168715,POINT (16.48229809670362 48.18300858739743),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-530,3168716,POINT (16.473840306920277 48.18852087671514),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52f,3168717,POINT (16.47011998235016 48.19096890934179),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52e,3168718,POINT (16.4630760725467 48.19559967871519),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52d,3168719,POINT (16.43880332728397 48.21183401829849),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52c,3168720,POINT (16.422189095386777 48.22313486247102),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52b,3168721,POINT (16.40776023452863 48.234150575949236),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52a,3168722,POINT (16.40245932363499 48.23903770884568),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-529,3168723,POINT (16.40447775820673 48.2367992643585),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-528,3168724,POINT (16.39868496423177 48.241611184588244),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-527,3168725,POINT (16.395726584499048 48.24548324773261),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-526,3168726,POINT (16.39379603754487 48.24701644903777),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-525,3168727,POINT (16.375457415456705 48.26777957294556),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-524,3168728,POINT (16.359454950674962 48.21191914100956),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-523,3168729,POINT (16.279043731946253 48.206370731041744),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-522,3168730,POINT (16.405785657606106 48.27434946972814),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-521,3168731,POINT (16.33065375077791 48.24592725489017),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-520,3168732,POINT (16.312935171527364 48.18781808141897),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51f,3168733,POINT (16.497379736632887 48.225106283229984),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51e,3168734,POINT (16.497729263032937 48.22607539303753),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51d,3168735,POINT (16.50040596284928 48.227031447075895),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51c,3168736,POINT (16.504728059926126 48.22702269767439),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51b,3168737,POINT (16.506262355215803 48.2263183398017),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51a,3168738,POINT (16.417216043228773 48.23116163018194),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-519,3168739,POINT (16.418020139086902 48.231817529474206),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-518,3168740,POINT (16.41891469143227 48.23172542461005),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-517,3168741,POINT (16.42469900330209 48.22589783246785),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-516,3168742,POINT (16.449859347208385 48.2317512904289),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-515,3168743,POINT (16.44944477305804 48.2368024821947),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-514,3168744,POINT (16.45317258815286 48.237572972342065),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-513,3168745,POINT (16.472501604229812 48.24581663188912),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-512,3168746,POINT (16.36012903011228 48.2145218384162),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-511,3168747,POINT (16.43517752170645 48.2305994573209),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-510,3168748,POINT (16.441210377320953 48.24081934742182),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50f,3168749,POINT (16.44406897505705 48.23876060772986),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50e,3168750,POINT (16.490855180155414 48.27778965023154),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50d,3168751,POINT (16.394213604016425 48.15438873653784),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50c,3168752,POINT (16.392414368778983 48.14015664516731),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50b,3168753,POINT (16.508967913464616 48.22563842090416),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50a,3168754,POINT (16.387936483982752 48.26247530879653),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-509,3168755,POINT (16.429058862784306 48.169606600934706),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-508,3168756,POINT (16.309348497681906 48.21276681507173),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-507,3168757,POINT (16.308387134526615 48.20924468011754),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-506,3168758,POINT (16.33560219333512 48.213298933961184),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-505,3168759,POINT (16.335162002838874 48.21364244659909),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-504,3168760,POINT (16.3210690918303 48.21275660840939),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-503,3168761,POINT (16.3082107763272 48.22193998127513),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-502,3168762,POINT (16.310962470851283 48.222738949935255),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-501,3168763,POINT (16.309059377334886 48.22155611976207),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-500,3168764,POINT (16.392758278867955 48.23306494966128),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4ff,3168765,POINT (16.384912308625964 48.21323999892974),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4fe,3168766,POINT (16.397124640475504 48.22707536066074),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4fd,3168767,POINT (16.397248250164964 48.22703811447275),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4fc,3168768,POINT (16.397994039239556 48.22602727479342),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4fb,3168769,POINT (16.39652576332661 48.22633584742178),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4fa,3168770,POINT (16.397135890478438 48.22532839386082),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f9,3168771,POINT (16.392283483394507 48.1400823847281),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f8,3168772,POINT (16.380971824233296 48.154404354963894),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f7,3168773,POINT (16.351694946994616 48.165604545103726),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f6,3168774,POINT (16.351979201284625 48.165844377911434),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f5,3168775,POINT (16.304686623352428 48.21413128078168),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f4,3168776,POINT (16.313047577179248 48.220322799721),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f3,3168777,POINT (16.371538423030522 48.214408708733096),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f2,3168778,POINT (16.36772595639397 48.21459509054598),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f1,3168779,POINT (16.35037253690918 48.21244668371004),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f0,3168780,POINT (16.350702260346193 48.212572208335644),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4ef,3168781,POINT (16.351181385104784 48.21218581165717),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4ee,3168782,POINT (16.345481824292875 48.211113325428876),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4ed,3168783,POINT (16.344834073263854 48.211294213655975),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4ec,3168784,POINT (16.345579916358272 48.21125030476241),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4eb,3168785,POINT (16.351222305650726 48.207468022896045),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4ea,3168786,POINT (16.345355048208393 48.20884383436387),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4e9,3168787,POINT (16.343982224527327 48.213944812280104),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4e8,3168788,POINT (16.381118506773404 48.20314999019059),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4e7,3168789,POINT (16.38157134659339 48.20358346104537),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4e6,3168790,POINT (16.379238807790294 48.20281591584868),Zierbrunnen,6,
